open_spaces,dre,school
0,FO,MARIA APARECIDA RODRIGUES CINTRA. PROFA.
0,FO,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA X
0,FO,PEQUENA GIOVANNA
0,FO,JOSE CANAVO FILHO. CEL.
0,FO,INSTITUTO OIKOS
0,FO,MARANATA
0,FO,COMO NOSSOS PAIS
0,FO,PARQUE MANDI
0,FO,VILA PRADO
0,FO,MENSAGEM DE PAZ - KAROL WOJTYLA
0,FO,PORTO NACIONAL
0,FO,MARIA HENRIQUE DE LIMA
0,FO,CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA II
0,FO,MACEDONIA
0,FO,MENSAGEM DE PAZ - FRANCESCO FORGIONE
0,FO,IRMA LOUIS MARIE
0,FO,FORHUM LAR
0,FO,VILA BRASILANDIA
0,FO,OIKOS
0,FO,LILIAN MASO. PROFA
0,FO,SANTA PAULINA
0,FO,ARTE E CRIANCA
0,FO,VILA NINA
0,FO,ABELARDO GALDINO PINTO - PIOLIN
0,FO,NEIR AUGUSTO LOPES. PROF
0,FO,GELINDO SCOTTINI. PE.
0,FO,ZILKA SALABERRY DE CARVALHO
0,FO,ASSOCIACAO MENINO DEUS
0,FO,DERCILA BASTOS
0,FO,BATUIRA
0,FO,ADEMARIO SANTANA
0,FO,JARDIM PAULISTANO
0,FO,FRANCESCO PERSIANI
0,FO,NANY APPLE KIDS
0,FO,ANEU GARANHANI
0,FO,TERESA DANTAS. IRMA
0,FO,CAMINHAR E PRECISO
0,FO,MENINO DEUS
0,FO,PLENITUDE
0,G,VOVO MARIA JULIA
0,G,BEM QUERER II
0,G,AURELIANO LEITE
0,G,IGEVE GUAIANASES RUBI
0,G,MARIA JOSE DA SILVA SANTOS
0,G,CRIANDO RAIZES
0,G,ESPACO KAIROS VI
0,G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII
0,G,MARILIA DE DIRCEU
0,G,ACOLHER I
0,G,LUIZ ROBERTO MEGA. PROF.
0,G,PEDACINHO DO CEU II
0,G,VO NICE II
0,G,PEQUENOS PENSADORES II
0,G,SITIO CONCEICAO. CEI
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID XVII G
0,G,MAURICIO GOULART
0,G,ANGELINA
0,G,TURMA DA MAFALDA
0,G,CARIJOS
0,G,MVV DE GUAIANASES
0,G,LUIS CARLOS PRESTES. SEN.
0,G,DONA BELLA
0,G,CONJ. PRESTES MAIA
0,G,NOVO FLORESCER
0,G,CIA DOS SONHOS III
0,G,MARIAZINHA
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID IX G
0,G,NOSSA SENHORA DE LOURDES
0,G,VOVO OLINDA
0,G,ESTRELINHAS ALEGRES II
0,G,VO NICE III
0,G,MUNDO DA ALEGRIA IV
0,G,VIVER E APRENDER
0,G,PEDRO BRASIL BANDECCHI. VER.
0,G,JOAO RIBEIRO DE BARROS
0,G,IZABEL RIBEIRO
0,G,BARBARA HELIODORA
0,G,RAFA GIRE II
0,G,ESTRELINHAS DO FUTURO II
0,G,VOVO ANNA GOMES
0,G,LUZIA BEZERRA
0,G,CEU E COR
0,G,FUTURO BRILHANTE VII
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID I G
0,G,MARIA DA SILVA SANTOS
0,G,MARGARIDA MARIA ALVES
0,G,CRIANCAS BRILHANTES
0,G,ROSEIRA I
0,G,JUSCELINO KUBITSCHEK DE OLIVEIRA. PRES.
0,G,ROSA KAZUE INAKAKE DE SOUZA. PROFA
0,G,SOSSEGO DA MAMAE
0,G,PEQUENO ARTHUR
0,G,CUIDANDO DO AMANHA
0,G,ENCARNACAO GIMENEZ MARTINEZ LUCAS
0,G,JOAO E MARIA
0,G,JOANA ANGELICA DE JESUS. MADRE
0,G,DOCURAS E TRAVESSURAS
0,G,SILVANA APARECIDA TOBIAS. PROFA.
0,G,MARIO PEREIRA COSTA. PROF
0,G,GESSY GEBARA. PROFA.
0,G,LUCILIA DE ANDRADE FERREIRA. PROFA.
0,G,VOVO AUGUSTA I. CEI
0,G,SATURNINO PEREIRA
0,G,PEQUENINOS BRILHANTES
0,G,KLAUS REINACH. ENG.
0,G,VILA NANCY
0,G,FULVIA ROSEMBERG. PROFA
0,G,LAJEADO
0,G,NEIDE KETELHUT
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID XII G
0,G,EL SHADAI
0,G,PEDRO XAVIER
0,G,APRENDENDO A CRESCER
0,G,ADENIVO MENDES DE AQUINO
0,G,JOCELYNE GUIMARAES FERNANDES DE MELLO
0,G,ESPACO KAIROS IX
0,G,ALEM DO HORIZONTE
0,G,MAGDALENA TAGLIAFERRO
0,G,MARIA MONTESSORI
0,G,ENCANTADO II
0,G,VOVO NINITO
0,G,SABOR DE INFANCIA
0,G,ASS BENEFICENTE COMUNITARIA BEM QUERER
0,G,CELIA REGINA ANDERY BRAGA. PROF
0,G,LUZIA BEZERRA II
0,G,ANTONIO DAVILA. PROF.
0,G,TITO DE ALENCAR LIMA. FREI
0,G,EFRAIM
0,G,GERALDO MAGELA PERON
0,G,CLAUDIA BARTOLOMAZI. PROFA.
0,G,INOVACAO
0,G,ESPACO KAIROS VIII
0,G,MADRE PAULINA
0,G,MAILSON DELANE. PROF.
0,G,ESPACO KAIROS III
0,G,ELISIARIO RODRIGUES DE SOUSA. PROF.
0,G,LAR GERACAO FUTURO
0,G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA III
0,G,ARTE DE BRINCAR
0,G,WILSON REIS SANTOS
0,G,VOVO LIDIA III
0,G,SEQUOIA
0,G,RODRIGUES DE ABREU
0,G,JULIA SAPUCAIA
0,G,EFIGENIA ANGELO GUILHERME
0,G,JULIA E JR
0,G,ANNALU
0,G,CASA DOS MENINOS I
0,G,VILA IOLANDA
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID X G
0,G,IDEMIA DE GODOY. PROFA.
0,G,JOAQUIM GOUVEIA FRANCO JR.. VER.
0,G,PEQUENOS PENSADORES
0,G,ESPACO KAIROS X
0,G,ANTONIO PEREIRA IGNACIO
0,G,UNIVERSO DA CRIANCA I
0,G,SAMUEL WAINER
0,G,LORIS MALAGUZZI
0,G,JOSE AUGUSTO CESAR SALGADO. DR.
0,G,ELITE
0,G,LAR CANTINHO DO SABER
0,G,LUZ DO MUNDO
0,G,ANJO RAFAELA II
0,G,CONCORDIA II
0,G,ESPACO KAIROS IV
0,G,ESPACO KAIROS TUPINIQUIM
0,G,QUERUBINS DA VITORIA
0,G,ESPERANCA E VIDA II
0,G,JOEL FERNANDES DE SOUZA
0,G,PODER E QUERER
0,G,SEGUIR SONHANDO
0,G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VI
0,G,CONJUNTO HABITACIONAL SANTA ETELVINA VI
0,G,ALPS JARDIM SAO JOAO
0,G,MUNDO DA ALEGRIA III
0,G,ACOLHER II
0,G,ALPS LAJEADO II
0,G,MARIELCIA FLORENCIO DE MORAIS. PROFA
0,G,ANJO RAFAELA
0,G,MARIA DE LOURDES DA SILVA XAVIER
0,G,VICENTE MATHEUS
0,G,VILA PRINCESA IZABEL - 3 MILENIO
0,G,CANTINHO DA TIA DORA
0,G,BOAVENTURA I
0,G,JOAO DE LIMA PAIVA. PROF.
0,G,JESUS MENINO III
0,G,ELIAS SHAMMASS
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID II G
0,G,ELIZA MARA TORRES. PROFA
0,G,TIA ELISA
0,G,JULIO CESAR
0,G,LAR DITOSO
0,G,UNIVERSO DOS PEQUENINOS
0,G,VIDA DE CRIANCA
0,G,ESPACO KAIROS V
0,G,PLENO VIVER
0,G,ALEXANDRE DE GUSMAO
0,G,IGEVE GUAIANASES RABACAL
0,G,MARIA CONCEICAO MONTEIRO AYRES. PROFA
0,G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IV
0,G,MARIA ELISABETE LIMA MOTA
0,G,ALPS-VILA IOLANDA
0,G,VOVO LIDIA I
0,G,QUATRO PILARES DA EDUCACAO IV
0,G,ESCOLA MUNICIPAL DE ED PROF E SAUDE PUBLICA PROF MAKIGUTI
0,G,SERGIO LESSA DA FONSECA
0,G,JESUS REI III
0,G,LAJEADO II
0,G,SUZANA POMPEU DE TOLEDO
0,G,ELZA NEGRO
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID VIII G
0,G,KADOSH
0,G,ALEGRIA E SABEDORIA II
0,G,JARDIM SAO PAULO
0,G,FLOR DE LIS
0,G,ELIZA BOTELHO BYINGTON
0,G,ANA PAULA APARECIDA DINIZ PRIMO. PROFA
0,G,ESPACO INFANTIL
0,G,NOVA ALIANCA II
0,G,VICENTE MACHADO
0,G,CEBECH CASTRO ALVES
0,G,ALPS TIRADENTES
0,G,ESPACO KAIROS
0,G,RENOVO
0,G,BOAVENTURA II
0,G,AVIB ASS DOS VOL INT DO BRASIL UNID XVIII G
0,G,MUNDO NOVO
0,G,FAZENDA DO CARMO II A
0,G,MAYARA ESPERANCA E VIDA
0,G,ALPS LAJEADO
0,G,ENCANTADO
0,G,VOVO JOAQUIM
0,G,SHEKINAH
0,G,VOVO NELSAO
0,G,CARLOTA PEREIRA DE QUEIROZ
0,G,VOVO LIDIA II
0,G,AQUARELA KIDS
0,G,JULIO FRANCISCO DE SOUZA
0,G,PLANETA KIDS
0,G,LAR FELIZ
0,G,BEM QUERER
0,G,JOSELY MARIA CARDOSO BENTO
0,G,MUNDO DOS SONHOS II
0,G,TIA TEINHA NERI
0,G,JESUS REI
0,G,PEQUENA ISADORA
0,G,AGUA AZUL
0,G,PINGOS DE AMOR
0,G,HELINA COUTINHO LOURENCO ALVES. PROFESSORA
0,G,CHICA DA SILVA
0,G,DULCE SALLES FERRAZ. PROFA.
0,G,CEBECH INACIO MONTEIRO
0,G,BEM QUERER III
0,G,VOVO AUGUSTA II
0,G,JARDIM WILMA FLOR
0,G,VINTE E CINCO DE JANEIRO
0,G,JARDIM SOARES II
0,G,QUIRINO CARNEIRO RENNO. PROF.
0,G,BOM E SER CRIANCA
0,G,OLGA BENARIO PRESTES
0,G,LUCIA HELENA PRADO BARRETO
0,G,JARDIM DA INFANCIA
0,G,VO NICE I
0,G,VILA MARILENA
0,G,QUATRO PILARES DA EDUCACAO II
0,G,BOAVENTURA III
0,G,AVES GALHANI
0,G,THERESINHA SQUINCA DA SILVA. PROFA
0,G,CAMINHAR E CRESCER
0,G,MARINA MILLIET KIEHL
0,G,UNIVERSO MIRIM
0,G,ALEXANDRE VANNUCHI LEME
0,G,QUATRO PILARES DA EDUCACAO I
0,G,ASS BENEFICENTE COMUNITARIA BEM QUERER II
0,G,ADONIRAN BARBOSA
0,G,AMACIO MAZZAROPI
0,G,RAFA GIRE IV
0,G,MUNDO DOS SONHOS III
0,G,MARIA APARECIDA MAGNANELLI FERNANDES. PROFA
0,G,MARIA NERI. DONA
0,G,ROSEIRA II
0,IP,COR
0,IP,IPIRANGA
0,IP,JOSE DO PATROCINIO
0,IP,APARECIDA DAS GRACAS SILVA ROSEIRA
0,IP,TINDOLELE
0,IP,FRANCISCO MEIRELLES. DES.
0,IP,SAO SAVERIO
0,IP,ESPACO BRINCAR
0,IP,SEMENTINHA
0,IP,PAULA MARIA
0,IP,MASCARENHAS DE MORAES. MAL.
0,IP,MARLENE RONDELLI. PROFA.
0,IP,JOAQUIM ANTONIO DA ROCHA
0,IP,MUNDO FELIZ
0,IP,LIU SHIE LIN
0,IP,JACINTA. IRMA
0,IP,HELENA DA SILVA TEIXEIRA
0,IP,AHIMSA ASSOCIACAO EDUCACIONAL PARA MULTIPLA DEFICIENCIA
0,IP,ITALO BRASIL PORTIERI
0,IP,SYLVIA MARTIN PIRES. PROFA.
0,IP,JOAO PAULO II
0,IP,BELA VISTA
0,IP,SAO PEDRO APOSTOLO - OASPA
0,IP,JARDIM CLIMAX II
0,IP,ADEFAV-CENTRO DE RECURSOS EM DEFICIENCIA MULTIPLA
0,IP,PARQUE BRISTOL
0,IP,ASSOCIACAO NOSSA ESCOLA
0,IP,JURANDYR BARBOSA
0,IP,FRANCISCO PEREZ. VER.
0,IP,RUGRATS OS ANJINHOS II
0,IP,LIBERDADE
0,IP,PITANGUEIRAS
0,IP,LEAO MACHADO. PROF.
0,IP,ESTACAO ALEGRIA
0,IP,PASCHOAL BIANCO
0,IP,EDUCADOR PAULO FREIRE
0,IP,COLHEITA DE ESPERANCA
0,IP,DOCE MEL II
0,IP,AMAS LIBERDADE
0,IP,SITIO CARAGUATA
0,IP,HELEN KELLER
0,IP,ROBERTO PLINIO COLACIOPPO. PROF.
0,IP,ACONCHEGO II
0,IP,PADRE GREGORIO WESTRUPP
0,IP,OLGA LOPES MALAGRINE
0,IP,RAPHAELA CAPELLANO DIAS
0,IP,CIDADE DO SOL
0,IP,CRE-SER
0,IP,JESSICA FRAZAO
0,IP,NOSSA SENHORA MAE DA IGREJA
0,IP,OTAVIO JOSE DA SILVA JUNIOR
0,IP,JOSEFA JULIA
0,IP,CRIACAO DE VALOR
0,IP,ABRINDO O SABER
0,IP,INOCOOP IPIRANGA
0,IP,CELSO LEITE RIBEIRO FILHO
0,IP,RUY AMARAL MELLO. CON
0,IP,ENEDINA DE SOUSA CARVALHO
0,IP,JERUSALEM
0,IP,MENINOS
0,IP,SANTO DIAS DA SILVA
0,IP,SUZANA CAMPOS TAUIL
0,IP,AUREA RIBEIRO XAVIER LOPES. PROFA.
0,IP,TRANSFORMANDO VIDAS
0,IP,NOSSA SENHORA DO CARMO
0,IP,SILVIO CALDAS. COMPOSITOR
0,IP,MARANATA IRMAOS NATALI
0,IP,PERICLES EUGENIO DA SILVA RAMOS
0,IP,NOSSA SENHORA DAS MERCES
0,IP,SAGRADA FAMILIA - ADBM
0,IP,PRIMEIRA INFANCIA
0,IP,MANOEL DE PAIVA. PE
0,IP,SANTA MAE APARECIDA
0,IP,LUIZ GONZAGA DO NASCIMENTO JR. - GONZAGUINHA
0,IP,FRANCISCO BATISTA VER
0,IP,ANNA CANDIDA BRASIL NAVARRO
0,IP,CAMPOS SALLES. PRES.
0,IP,MAE ACHIROPITA
0,IP,DOS ANJOS
0,IP,RUGRATS - OS ANJINHOS III
0,IP,MIGUEL AFONSO DE OLIVEIRA
0,IP,ARARIPE
0,IP,PRUDENTE DE MORAIS. PRES.
0,IP,SEMENTE DE ESPERANCA
0,IP,ZE COLMEIA
0,IP,IGNACIO HENRIQUE ROMEIRO. PROF.
0,IP,ESPACO DA CRIANCA IV
0,IP,CACHOEIRA DE SAO BENEDITO
0,IP,KATATAU
0,IP,SAO BENTO
0,IP,SIMONE AGNALDA FERREIRA
0,IP,CORACAO DE MARIA
0,IP,RUGRATS OS ANJINHOS VI
0,IP,EDUARDO DE CAMPOS ROSMANINHO. DR
0,IP,OLAVO FONTOURA
0,IP,ACALANTO
0,IP,JOSE DE MOURA. VER.
0,IP,ISOLINA LEONEL FERREIRA. PROFA.
0,IP,LEONARDA SOARES ALVES
0,IP,CASA DE SAO JOSE
0,IP,RUACH
0,IP,JOSE VERISSIMO
0,IP,PEDRO I. D.
0,IP,MINERVINO RODRIGUES FERREIRA
0,IP,CLEOMENES CAMPOS
0,IP,INEZ MENEZES MARIA
0,IP,SEMEANDO O FUTURO
0,IP,ESTRELA DA MANHA. CEI
0,IP,ESPACO DA LOTUS
0,IP,PATATIVA DO ASSARE
0,IP,EDUCAR
0,IP,ESTACAO KIDS
0,IP,PARQUE FONGARO
0,IP,PONTE PEQUENA
0,IP,ALVARES DE AZEVEDO
0,IP,INDIANOPOLIS
0,IP,DIVINO AMOR. LAR DAS CRIANCAS
0,IP,AMORA
0,IP,CANTINHO DO BRYAN
0,IP,ZEZINHO
0,IP,LAR DO AMOR CRISTAO
0,IP,CANTINHO DOS TESOUROS
0,IP,CARDECI MARTINS
0,IP,ANJO GABRIEL NATALI
0,IP,ALTINO ARANTES
0,IP,LIRIO DA PAZ
0,IP,JOEL CORREA DE AVILA. LAR ASSIST A CRIANCA
0,IP,THEREZINHA BATISTA PETTAN. PROFA.
0,IP,CASSIANO RICARDO
0,IP,IZAURA MARIA DA CONCEICAO
0,IP,BELEM
0,IP,TALITHA KUMI
0,IP,SAO PATRICIO
0,IP,FARIA LIMA. BRIG.
0,IP,SONHO DE CRIANCA. C.E.I.
0,IP,LUCY GARCIA SALGADO. PROFA.
0,IP,CENTRO SOCIAL DA CRIANCA
0,IP,ISABEL. PRINCESA
0,IP,CLOVIS CAITANO MIQUELAZZO - IPIRANGA
0,IP,VILA EMA
0,IP,LAR CRIANCA FELIZ
0,IP,JARDIM GUAIRACA
0,IP,ICAMI TIBA
0,IP,SANTA PAULA
0,IP,TRILHANDO CAMINHOS
0,IP,VILA CARIOCA
0,IP,VILA MONUMENTO
0,IP,JARDIM CLIMAX I
0,IP,EBENEZER
0,IP,FERNANDA
0,IP,BARONESA DE LIMEIRA
0,IP,BENJAMIN ANTONIO SALLES ARCURI
0,IP,PAULO EMILIO VANZOLINI.CIEJA
0,IP,OSWALDO CRUZ
0,IP,BRINCARTE
0,IP,MARISA RICCA XIMENES. PROFA.
0,IP,BEM ME QUER JARDIM DA SAUDE
0,IP,BETEL
0,IP,QUINTAL DA CRIANCA
0,IP,MONUMENTO
0,IP,PAULO SILAS
0,IP,BETTY LAFER
0,IP,ACONCHEGO
0,IP,ABRACAR
0,IP,KANDINSKY - DIOGO NOMURA
0,IP,CLARET
0,IP,MARY ANNE
0,IP,ITALIANOS
0,IP,CONSTRUINDO O FUTURO
0,IP,JOSE HO. PADRE
0,IP,GRUPO BRASIL DE APOIO AO SURDOCEGO E AO MULT DEF SENSORIAL
0,IP,LEAOZINHO
0,IP,RUGRATS OS ANJINHOS VIII
0,IP,PARCEIROS DA CRIANCA
0,IP,FLOR DE LOTUS
0,IP,CARDEAL MOTTA
0,IP,CAMPO BELO
0,IP,GRAO DE GENTE II
0,IP,CANTINHO IRMAOS NATALI
0,IP,CANTINHO DA LOTUS
0,IP,SAO BERNARDO
0,IP,QUINTA DAS PAINEIRAS
0,IP,DORALINA MANCINI
0,IP,SAN FRANCESCO DE ASSISI
0,IP,SANTA CRISTINA
0,IP,KURT LENHARD
0,IP,EURICO GASPAR DUTRA. MAL.
0,IP,GRAO DE GENTE
0,IP,JOAO THEODORO
0,IP,SILVIA COVAS
0,IP,PERSEVERANCA III
0,IP,FRANCISCO DA SILVEIRA BUENO. PROF.
0,IP,MARA CRISTINA TARTAGLIA SENA. PROFA.
0,IP,CARLOS EDUARDO DE CAMARGO ARANHA. DR.
0,IP,NOVA LUZ
0,IP,EDUCANDO
0,IP,BATISTA CEPELOS
0,IP,JERONIMO RODRIGUES. MONS
0,IP,MONTESE
0,IP,JOSEMARIA ESCRIVA. BEM-AVENTURADO
0,IP,ADELIA CURI
0,IP,HERCILIA DE CAMPOS COSTA
0,IP,JOSE GOMES DE MORAES NETTO. VER.
0,IP,ESPACO DA COMUNIDADE XI
0,IP,ISABEL II. PRINCESA
0,IP,PAULO FREIRE
0,IP,HELIOPOLIS
0,IP,LICEU
0,IP,JUREMA
0,IP,QUEIROZ FILHO. PROF.
0,IP,ESPACO KAIROS LIVIERO
0,IP,JOAQUIM NABUCO
0,IP,BRAZILIA LACERDA DE ARRUDA BOTELHO
0,IP,ESPACO DA COMUNIDADE XII
0,IP,JOSE NELSON DE OLIVEIRA E FREITAS
0,IP,FLORESCER
0,IP,ESPACO DA CRIANCA EMILIE DE VILLENEUVE
0,IP,FATIMA REGINA DA CRUZ SABINO CALACA. PROFA
0,IP,CORACAO DE JESUS
0,IP,PEDRO BALINT. PE
0,IP,RUGRATS - OS ANJINHOS VII
0,IP,GENOVEVA DASCOLI
0,IP,DOCE SABER
0,IP,SANTA TERESA
0,IP,SAO DOMINGOS
0,IP,NOVE DE JULHO
0,IP,CASA DOM GASTAO
0,IP,ELOHIM ADONAI III
0,IP,LAGOA
0,IP,JESUS MENINO.C. ED. COMUNITARIO
0,IP,PEDRO SIAO. PE
0,IP,JARDIM DA VOVO ANA
0,IP,PACOMIO MAAS. PADRE
0,IP,ESTACAO ADOLESCER
0,IP,EURIDICE FERREIRA DE MELO
0,IP,SAN LONGINUS
0,IP,AMIZADE BRASIL E CHINA
0,IP,NORA AULER DE ARRUDA BOTELHO
0,IP,CAMPOS ELISEOS I
0,IP,ERIK GUNNAR ERIKSSON
0,IP,RUGRATS OS ANJINHOS IX
0,IP,SAO VICENTE PALLOTTI
0,IP,LAR NOSSA SENHORA DA CONSOLACAO
0,IP,JULIO CESAR DE AGUIAR
0,IP,VICENTINA VELASCO. AS. SOCIAL
0,IQ,ASS TRES IRMAOS UNID II IQ
0,IQ,BENCAO E PAZ
0,IQ,CRISTO REDENTOR
0,IQ,PAULO GOMES CARDIM. PROF. DR.
0,IQ,ASAS DE ALGODAO
0,IQ,MAIS LEVE QUE O AR
0,IQ,PLENO VIVER II
0,IQ,JARDIM VILA NOVA
0,IQ,RECANTO JOANA
0,IQ,FUTURO FELIZ
0,IQ,CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER
0,IQ,MARIA APARECIDA DE SOUZA CAMPOS. PROFA
0,IQ,DESENHANDO O AMANHA
0,IQ,NERIVALDO LEAL
0,IQ,ARTUR NEIVA
0,IQ,CONJUNTO JOSE BONIFACIO
0,IQ,BALAO MAGICO
0,IQ,MA-MA
0,IQ,HAROLDO VELOSO. BRIG.
0,IQ,JACARANDA
0,IQ,EDUARDO PRADO
0,IQ,DAMARIS CASTILHO II
0,IQ,SEMENTINHAS DE ESPERANCA
0,IQ,SERGIO MILLIET
0,IQ,VILA RAMOS
0,IQ,CONQUISTA
0,IQ,PIRATININGA
0,IQ,GLAUBER ROCHA
0,IQ,BENEDITO CALIXTO
0,IQ,ELIAS PEREIRA DE MELO. PE.
0,IQ,AURELIO ARROBAS MARTINS. PROF.
0,IQ,LEONARDO VAN ACKER. PROF.
0,IQ,FORMOSA
0,IQ,TIO DIDI
0,IQ,ARICANDUVA AMAP
0,IQ,QUATRO PILARES DA EDUCACAO III
0,IQ,SUKKOT
0,IQ,VILA CARMOSINA
0,IQ,TATU BOLINHA
0,IQ,LUIZ PEREIRA. PROF.
0,IQ,ESTRELINHA FELIZ
0,IQ,FLORINDA ROBERTO QUEIROZ DE CASTRO
0,IQ,CULTIVANDO SABERES
0,IQ,NAJLA CURI IZAR
0,IQ,LEAO DA TRIBO DE JUDA
0,IQ,ESTRELA DOURADA
0,IQ,ASSOCIACAO DA UNIAO DAS MULHERES DALVA PAIXAO
0,IQ,JOSE QUERINO RIBEIRO
0,IQ,VILA CHUCA
0,IQ,CASA DA CRIANCA FELIZ
0,IQ,CASA DO CRISTO III
0,IQ,VILA VERDE
0,IQ,JOAO FERNANDES III
0,IQ,DALVA RANGEL
0,IQ,APARECIDA MARIA DE MENDONCA. PROFA.
0,IQ,GEOVANNA SOUZA
0,IQ,UNIVERSO DA CRIANCA II
0,IQ,VALENTES DE DEUS
0,IQ,JOSE BONIFACIO (BOM PASTOR II)
0,IQ,SYLVIA VARONI DE CASTRO. PROFA.
0,IQ,VALTER JACONI
0,IQ,CENTRO INT ED JOVENS E ADULTOS - ITAQUERA
0,IQ,FLORIANO PEIXOTO. MAL.
0,IQ,UNIVERSO DA CRIANCA III
0,IQ,SOELI CECILIA CONTE. PROFA
0,IQ,JARDIM IPANEMA I
0,IQ,JOSE BONIFACIO
0,IQ,ESPACO BABY
0,IQ,ERINICE SIQUEIRA TRUBER
0,IQ,MONTE CARMELO III
0,IQ,ERNANI SILVA BRUNO
0,IQ,GOITI
0,IQ,CANTINHO DO SABER
0,IQ,A E DE CARVALHO
0,IQ,CONSTRUINDO O AMANHA
0,IQ,ALEGRETTI
0,IQ,SORRISOS DE CRIANCA
0,IQ,DAMARIS CASTILHO IV
0,IQ,CHAPEUZINHO AMARELO
0,IQ,LINA E O BALAO
0,IQ,IMPERIO DAS CRIANCAS
0,IQ,ANTONIO GONCALVES DIAS
0,IQ,INFANCIA FELIZ II
0,IQ,CORDEIRINHOS DE CRISTO II
0,IQ,JOAO NAOKI SUMITA. DR.
0,IQ,MUNDO MAGICO
0,IQ,SAO JOSE OPERARIO
0,IQ,LIRIOS DO VALE
0,IQ,ALBERTO MESQUITA DE CAMARGO. PROF.
0,IQ,CIDADE A. E. CARVALHO II
0,IQ,MARIA LUIZA AMERICANO
0,IQ,THEREZINHA HELENA
0,IQ,VOVO GIM
0,IQ,VOVO MARGARIDA
0,IQ,MARIA APARECIDA SIQUEIRA CAMPOS
0,IQ,ADELAIDE TERESA LOPES CIMONARI. PROFA
0,IQ,JOAO FERNANDES XII
0,IQ,SERELEPE
0,IQ,CARRAO II
0,IQ,JOANNA DE ANGELIS
0,IQ,CONCORDIA
0,IQ,CANTINHO DA RENATA
0,IQ,ARAUCARIAS
0,IQ,MULEQUE
0,IQ,BAU DE SURPRESAS
0,IQ,DANIELLE MONTEIRO. GCMF
0,IQ,JOAO FERNANDES II
0,IQ,JARDIM SANTA TEREZINHA
0,IQ,DOCE LAR DO IRMAO BENEDITO
0,IQ,SANTA MARCELINA CENTRO INFANTIL CRECHE
0,IQ,CANTINHO DA LAURINHA
0,IQ,GIRASSOL DE LUZ
0,IQ,ESPACO DA COMUNIDADE VI
0,IQ,REI DAVI
0,IQ,GARRA FEMININA
0,IQ,SANTA ZITA
0,IQ,SAO JOAO BATISTA
0,IQ,CABREUVAS
0,IQ,NEYL GOMEZ MARTIN. PROFA.
0,IQ,ABC AURORA II
0,IQ,SONIA MARIA DOS ANJOS MARTINELLI
0,IQ,NOVO LAR BETANIA
0,IQ,PEQUENO PRINCIPE
0,IQ,VALE DOS SONHOS
0,IQ,JARDIM LIDERANCA
0,IQ,OLHAR PARA O FUTURO
0,IQ,ANTONIO DUARTE DE ALMEIDA. PROF.
0,IQ,SAO JOSE OPERARIO II
0,IQ,CONJUNTO HABITACIONAL ITAQUERA IV
0,IQ,ITAQUERA I
0,IQ,ALVORADA
0,IQ,TAMOIO
0,IQ,BOM PASTOR
0,IQ,DONA BARATINHA
0,IQ,KALIXTO MENDES II
0,IQ,CASA DO CRISTO II
0,IQ,DAMARIS CASTILHO
0,IQ,ESPACO DA COMUNIDADE IV
0,IQ,JOAO FERNANDES VII
0,IQ,MONTE CARMELO IV
0,IQ,CELSO DANIEL. PROF.
0,IQ,NOSSA SENHORA DO DIVINO PRANTO
0,IQ,NOSSA SENHORA SAGRADO CORACAO
0,IQ,CHEIRINHO DE NENEM
0,IQ,PROFESSOR TEIXEIRA
0,IQ,JOAO FERNANDES I
0,IQ,JOAO FERNANDES VIII
0,IQ,CORREIA DE MELLO. BRIG.
0,IQ,VOVO PHILOMENA MENDES PRADO
0,IQ,ROQUETTE PINTO
0,IQ,CCA -JARDIM DAS ROSAS
0,IQ,JOAO FERNANDES IV
0,IQ,BIELZINHO
0,IQ,AVENTUREIROS MIRINS
0,IQ,LUZ DO TERCEIRO MILENIO I
0,IQ,ESPACO DA COMUNIDADE III
0,IQ,MONTE CARMELO II
0,IQ,UNIAO
0,IQ,OLHAR INOCENTE
0,IQ,CIDADE LIDER
0,IQ,CASA DA CRIANCA FELIZ II
0,IQ,COMUNIDADE CRISTA DO AVIVAMENTO PLENO
0,IQ,AYRES MARTINS TORRES
0,IQ,FE E ALEGRIA
0,IQ,ANJO DE LUZ
0,IQ,LUIS BIRAGHI. MONSENHOR
0,IQ,CIDADE A E CARVALHO
0,IQ,CORYNTHO BALDOINO DA COSTA FILHO. VER
0,IQ,NOVA ALIANCA III
0,IQ,BEGONIA REAL
0,IQ,GARRA FEMININA II
0,IQ,SAO JOSE
0,IQ,ANDRE LUIZ I G REGINALDO
0,IQ,NOVA ALIANCA
0,IQ,PEDRO CHAVES. MIN.
